Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases)
14-10-2020,Jharkhand,2742044,94369,2647675,,,,,,614,191,,7
15-10-2020,Jharkhand,2767553,94952,2672601,,,,,,620,192,,6
16-10-2020,Jharkhand,2802066,95425,2706641,,,,,,627,193,,6
17-10-2020,Jharkhand,2827248,95967,2731281,,,,,,630,194,,7
18-10-2020,Jharkhand,2848662,96352,2752310,,,,,,635,197,,7
19-10-2020,Jharkhand,2882567,96842,2785725,,,,,,641,198,,7
20-10-2020,Jharkhand,2913412,97414,2815998,,,,,,644,198,,7
21-10-2020,Jharkhand,2988023,98061,2877145,,,,,,647,202,,
22-10-2020,Jharkhand,3019158,98610,2920548,,,,,,648,203,,
23-10-2020,Jharkhand,3058954,99045,2959909,,,,,,655,204,,
24-10-2020,Jharkhand,3087671,99428,2988243,,,,,,657,205,,
25-10-2020,Jharkhand,3109483,99686,3009797,,,,,,658,206,,
26-10-2020,Jharkhand,3126794,99906,3015071,,,,,,660,206,,
27-10-2020,Jharkhand,3152647,100224,3052423,,,,,,664,212,,
28-10-2020,Jharkhand,3193717,100569,3093148,,,,,,664,212,,
29-10-2020,Jharkhand,3233520,100964,3132556,,,,,,668,212,,
30-10-2020,Jharkhand,3274987,101287,3173700,,,,,,670,213,,
31-10-2020,Jharkhand,3362394,101761,3260633,,,,,,671,213,,
01-11-2020,Jharkhand,3402867,102087,3291685,,,,,,672,213,,
02-11-2020,Jharkhand,3431063,102490,3328573,,,,,,672,213,,
03-11-2020,Jharkhand,3461834,102887,3358947,,,,,,673,213,,
04-11-2020,Jharkhand,3503516,103188,3400328,,,,,,674,217,,
05-11-2020,Jharkhand,3540776,103543,3437233,,,,,,676,218,,
06-11-2020,Jharkhand,3576191,103899,3472292,,,,,,677,218,,
07-11-2020,Jharkhand,3607753,104239,3503514,,,,,,677,218,,
08-11-2020,Jharkhand,3632362,104442,3527920,,,,,,679,218,,
09-11-2020,Jharkhand,3656926,104688,3552238,,,,,,679,218,,
10-11-2020,Jharkhand,3687269,104940,3582329,,,,,,685,220,,
11-11-2020,Jharkhand,3714582,105224,3609358,,,,,,688,222,,
12-11-2020,Jharkhand,3738656,105493,3633163,,,,,,690,223,,
13-11-2020,Jharkhand,3764342,105781,3658561,,,,,,693,224,,
14-11-2020,Jharkhand,3777488,105935,3671553,,,,,,694,227,,
15-11-2020,Jharkhand,3790900,106064,3684836,,,,,,695,227,,
16-11-2020,Jharkhand,3807997,106230,3701767,,,,,,696,228,,
17-11-2020,Jharkhand,3826168,106491,3719677,,,,,,700,228,,
18-11-2020,Jharkhand,3846092,106742,3739350,,,,,,703,228,,
19-11-2020,Jharkhand,3866465,106972,3759493,,,,,,705,229,,
20-11-2020,Jharkhand,3881733,107157,3774576,,,,,,708,229,,
21-11-2020,Jharkhand,3895808,107332,3788476,,,,,,710,229,,
22-11-2020,Jharkhand,3908002,107469,3800533,,,,,,714,232,,
23-11-2020,Jharkhand,3924648,,3816960,,,,,,716,235,,
24-11-2020,Jharkhand,3946256,107921,3838335,,,,,,718,235,,
25-11-2020,Jharkhand,3965685,108158,3857527,,,,,,718,237,,
26-11-2020,Jharkhand,3984496,108388,3871608,,,,,,719,239,,
27-11-2020,Jharkhand,4004056,108577,3895479,,,,,,721,240,,
28-11-2020,Jharkhand,4038983,108786,3930197,,,,,,722,240,,
29-11-2020,Jharkhand,4134660,108984,4025676,,,,,,722,241,,
30-11-2020,Jharkhand,4178915,109151,4069764,,,,,,722,241,,
01-12-2020,Jharkhand,4215824,,4106492,,,,,,722,242,,
02-12-2020,Jharkhand,4230863,109538,4130863,,,,,,725,246,,
03-12-2020,Jharkhand,4265795,109771,4156024,,,,,,725,246,,
04-12-2020,Jharkhand,4292594,109990,4182604,,,,,,729,248,,
05-12-2020,Jharkhand,4319581,110186,4209395,,,,,,730,248,,
06-12-2020,Jharkhand,4336774,110278,4226496,,,,,,731,248,,
07-12-2020,Jharkhand,4355970,110457,4245513,,,,,,737,249,,
08-12-2020,Jharkhand,4382789,110639,4272150,,,,,,738,250,,
09-12-2020,Jharkhand,4404165,110830,4293335,,,,,,,,,
10-12-2020,Jharkhand,4433006,111003,4322003,,,,,,,,,
11-12-2020,Jharkhand,4457546,111177,4346369,,,,,,742,251,,
12-12-2020,Jharkhand,4478351,111366,4366985,,,,,,744,251,,
13-12-2020,Jharkhand,4469879,111510,4385369,,,,,,744,251,,
14-12-2020,Jharkhand,4513805,111722,4402083,,,,,,747,252,,
15-12-2020,Jharkhand,4533044,111931,4421113,,,,,,747,253,,
16-12-2020,Jharkhand,4551337,112121,4439216,,,,,,748,253,,
17-12-2020,Jharkhand,4571733,112332,4459401,,,,,,750,254,,
18-12-2020,Jharkhand,4590771,112606,4478165,,,,,,750,257,,
19-12-2020,Jharkhand,4609838,112853,4496985,,,,,,751,257,,
20-12-2020,Jharkhand,4624374,113025,4511349,,,,,,752,258,,
21-12-2020,Jharkhand,4644830,113198,4531632,,,,,,752,258,,
22-12-2020,Jharkhand,4660936,113407,4547529,,,,,,753,258,,
23-12-2020,Jharkhand,4678152,113609,4564543,,,,,,756,258,,
24-12-2020,Jharkhand,4697404,113786,4583618,,,,,,756,258,,
25-12-2020,Jharkhand,4709623,113954,4595669,,,,,,757,259,,
26-12-2020,Jharkhand,4726287,114146,4612141,,,,,,757,259,,
27-12-2020,Jharkhand,4737136,114268,4622868,,,,,,758,260,,
28-12-2020,Jharkhand,4753586,114428,4639166,,,,,,759,260,,
29-12-2020,Jharkhand,4767543,114650,4652893,,,,,,760,260,,
30-12-2020,Jharkhand,4783653,114873,4668780,,,,,,762,261,,
31-12-2020,Jharkhand,4799240,115113,4684127,,,,,,765,262,,
01-01-2021,Jharkhand,4813200,115241,4697959,,,,,,766,264,,
02-01-2021,Jharkhand,4826022,115392,4710630,,,,,,769,265,,
03-01-2021,Jharkhand,4838094,115529,4722565,,,,,,769,265,,
04-01-2021,Jharkhand,4851534,115689,4735845,,,,,,769,266,,
05-01-2021,Jharkhand,4867430,115840,4751590,,,,,,771,267,,
06-01-2021,Jharkhand,4885186,116034,4769152,,,,,,771,267,,
07-01-2021,Jharkhand,4900473,116269,4784244,,,,,,773,267,,
08-01-2021,Jharkhand,4916957,116436,4800521,,,,,,774,267,,
09-01-2021,Jharkhand,4931204,116672,4814532,,,,,,776,267,,
10-01-2021,Jharkhand,4946243,116817,4829426,,,,,,778,267,,
11-01-2021,Jharkhand,4962376,116961,4845415,,,,,,780,267,,
12-01-2021,Jharkhand,4975260,117088,4858172,,,,,,781,267,,
13-01-2021,Jharkhand,4989862,117240,4872622,,,,,,781,267,,
14-01-2021,Jharkhand,5006232,117384,4888848,,,,,,781,267,,
15-01-2021,Jharkhand,5020566,117480,4903086,,,,,,781,267,,
16-01-2021,Jharkhand,5035900,117599,4918301,,,,,,782,267,,
17-01-2021,Jharkhand,5046290,117686,4928604,,,,,,783,267,,
18-01-2021,Jharkhand,5057812,117786,4940026,,,,,,783,267,,
19-01-2021,Jharkhand,5072399,117887,4954512,,,,,,787,267,,
20-01-2021,Jharkhand,5084923,,4966911,,,,,,,,,
21-01-2021,Jharkhand,5097274,118079,4979195,,,,,,790,267,,
22-01-2021,Jharkhand,5113068,118154,4994914,,,,,,790,267,,
23-01-2021,Jharkhand,5126992,118232,5008760,,,,,,793,267,,
24-01-2021,Jharkhand,5139500,118286,5021214,,,,,,794,267,,
25-01-2021,Jharkhand,5150854,118360,5032494,,,,,,,,,
27-01-2021,Jharkhand,5175741,118495,5057246,,,,,,797,267,,
28-01-2021,Jharkhand,5185675,118557,5185675,,,,,,798,268,,
29-01-2021,Jharkhand,5199013,118602,5080411,,,,,,798,268,,
30-01-2021,Jharkhand,5208961,,5090310,,,,,,798,268,,
31-01-2021,Jharkhand,5217119,,5098427,,,,,,801,270,,
01-02-2021,Jharkhand,5225096,118734,5106362,,,,,,802,270,,
02-02-2021,Jharkhand,5233424,118793,5114631,,,,,,803,270,,
03-02-2021,Jharkhand,5243351,118839,5124512,,,,,,805,270,,
04-02-2021,Jharkhand,5252988,118897,5134091,,,,,,807,270,,
05-02-2021,Jharkhand,5265585,118938,5146647,,,,,,807,270,,
06-02-2021,Jharkhand,5275052,118979,5156073,,,,,,807,270,,
07-02-2021,Jharkhand,5282669,119017,5163652,,,,,,807,270,,
08-02-2021,Jharkhand,5290647,119055,5171592,,,,,,807,270,,
09-02-2021,Jharkhand,5300299,119116,5181183,,,,,,808,270,,
10-02-2021,Jharkhand,5311257,119161,5192096,,,,,,808,270,,
11-02-2021,Jharkhand,5322362,119206,5203156,,,,,,810,271,,
12-02-2021,Jharkhand,5334670,119242,5215428,,,,,,810,271,,
13-02-2021,Jharkhand,5344419,119283,5225136,,,,,,810,271,,
14-02-2021,Jharkhand,5352653,119316,5233337,,,,,,,,,
15-02-2021,Jharkhand,5360875,119354,5241521,,,,,,811,271,,
16-02-2021,Jharkhand,5371930,119394,5252536,,,,,,813,271,,
17-02-2021,Jharkhand,5382715,119439,5263276,,,,,,813,271,,
18-02-2021,Jharkhand,5397226,119477,5277749,,,,,,813,271,,
19-02-2021,Jharkhand,5415597,119528,5296069,,,,,,813,271,,
20-02-2021,Jharkhand,5431160,119565,5311595,,,,,,813,271,,
21-02-2021,Jharkhand,5445617,119596,5326021,,,,,,813,271,,
22-02-2021,Jharkhand,5457670,119637,5338033,,,,,,813,271,,
23-02-2021,Jharkhand,5468632,119687,5348945,,,,,,815,271,,
24-02-2021,Jharkhand,5483057,119719,5363338,,,,,,815,271,,
25-02-2021,Jharkhand,5495533,119795,5375738,,,,,,816,271,,
26-02-2021,Jharkhand,5505786,119863,5385923,,,,,,816,271,,
27-02-2021,Jharkhand,5518756,119905,5398851,,,,,,816,271,,
28-02-2021,Jharkhand,5528514,119949,5408565,,,,,,817,271,,
01-03-2021,Jharkhand,5538599,119986,5418613,,,,,,819,271,,
02-03-2021,Jharkhand,5550422,120037,5430385,,,,,,819,271,,
03-03-2021,Jharkhand,5561652,120068,5441584,,,,,,819,271,,
04-03-2021,Jharkhand,5570800,120129,5450671,,,,,,819,271,,
05-03-2021,Jharkhand,5583848,120173,5463675,,,,,,820,271,,
06-03-2021,Jharkhand,5596078,120217,5475861,,,,,,820,271,,
07-03-2021,Jharkhand,5605862,120259,5485603,,,,,,820,271,,
08-03-2021,Jharkhand,5625962,120312,5494684,,,,,,822,271,,
09-03-2021,Jharkhand,5625820,120374,5505446,,,,,,822,271,,
10-03-2021,Jharkhand,5638144,120436,5517708,,,,,,822,271,,
11-03-2021,Jharkhand,5649345,120467,5528878,,,,,,822,271,,
12-03-2021,Jharkhand,5660355,120524,5539831,,,,,,822,271,,
13-03-2021,Jharkhand,5672924,120567,5552357,,,,,,822,271,,
14-03-2021,Jharkhand,5683302,120628,5562674,,,,,,822,271,,
15-03-2021,Jharkhand,5692600,120695,5571905,,,,,,822,271,,
16-03-2021,Jharkhand,5704601,120771,5583830,,,,,,822,271,,
17-03-2021,Jharkhand,5716356,120853,5595503,,,,,,822,271,,
18-03-2021,Jharkhand,5730029,120950,5609079,,,,,,822,271,,
19-03-2021,Jharkhand,5740740,121055,5619685,,,,,,823,271,,
20-03-2021,Jharkhand,5752962,121178,5631784,,,,,,823,271,,
21-03-2021,Jharkhand,5763067,121261,5641806,,,,,,823,272,,
22-03-2021,Jharkhand,5777287,121371,5655916,,,,,,823,273,,
23-03-2021,Jharkhand,5791627,121501,5670126,,,,,,824,273,,
24-03-2021,Jharkhand,5802842,121695,5681147,,,,,,825,273,,
25-03-2021,Jharkhand,5814376,121973,5692403,,,,,,826,274,,
26-03-2021,Jharkhand,5825074,122281,5702793,,,,,,826,274,,
27-03-2021,Jharkhand,5835206,122621,5712585,,,,,,827,276,,
28-03-2021,Jharkhand,5846493,122935,5723558,,,,,,829,278,,
29-03-2021,Jharkhand,5855874,123090,5732784,,,,,,831,279,,
30-03-2021,Jharkhand,5867300,123508,5743792,,,,,,831,279,,
31-03-2021,Jharkhand,5881206,124201,5757005,,,,,,834,279,,
01-04-2021,Jharkhand,5897931,124891,5773040,,,,,,834,279,,
02-04-2021,Jharkhand,5916328,125585,5790743,,,,,,834,279,,
03-04-2021,Jharkhand,5936375,126458,5809917,,,,,,834,281,,
04-04-2021,Jharkhand,5950602,127246,5823356,,,,,,840,282,,
05-04-2021,Jharkhand,5969855,128332,5841523,,,,,,847,283,,
06-04-2021,Jharkhand,5997234,129596,5867638,,,,,,856,284,,
07-04-2021,Jharkhand,6019339,130908,5888431,,,,,,858,286,,
08-04-2021,Jharkhand,6049068,132790,5916278,,,,,,864,287,,
09-04-2021,Jharkhand,6074786,134715,5940071,,,,,,871,287,,
10-04-2021,Jharkhand,6103660,137088,5966572,,,,,,884,291,,
11-04-2021,Jharkhand,6142991,139384,6003607,,,,,,899,293,,
12-04-2021,Jharkhand,6180019,141750,6038269,,,,,,913,300,,
13-04-2021,Jharkhand,6216693,144594,6072099,,,,,,927,305,,
14-04-2021,Jharkhand,6254279,147792,6106487,,,,,,948,313,,
15-04-2021,Jharkhand,6292389,151272,6141117,,,,,,948,313,,
16-04-2021,Jharkhand,6327654,155115,6172539,,,,,,948,313,,
17-04-2021,Jharkhand,6368644,158953,6209691,,,,,,,,,
18-04-2021,Jharkhand,6410544,162945,6247599,,,,,,948,313,,
19-04-2021,Jharkhand,6448625,167235,6281390,,,,,,948,313,,
20-04-2021,Jharkhand,6482575,172315,6310260,,,,,,948,313,,
21-04-2021,Jharkhand,6525814,177356,6348458,,,,,,948,313,,
22-04-2021,Jharkhand,6599651,184951,6414700,,,,,,948,313,,
23-04-2021,Jharkhand,6642174,190692,6451482,,,,,,948,313,,
24-04-2021,Jharkhand,6678083,195844,6482239,,,,,,948,313,,
25-04-2021,Jharkhand,6708382,201747,6506635,,,,,,948,313,,
26-04-2021,Jharkhand,6744277,207288,6536989,,,,,,,,,
27-04-2021,Jharkhand,6777383,213414,6563969,,,,,,,,,
28-04-2021,Jharkhand,6848140,221489,6626651,,,,,,,,,
29-04-2021,Jharkhand,6884431,227450,6656981,,,,,,,,,
30-04-2021,Jharkhand,6921267,233411,6687856,,,,,,,,,
01-05-2021,Jharkhand,6952562,239734,6712828,,,,,,,,,
02-05-2021,Jharkhand,6977983,244472,6733511,,,,,,,,,
03-05-2021,Jharkhand,7029510,251371,6778139,,,,,,,,,
04-05-2021,Jharkhand,7065719,257345,6808374,,,,,,,,,
05-05-2021,Jharkhand,7101205,263115,6838090,,,,,,,,,
06-05-2021,Jharkhand,7192969,270089,6922880,,,,,,,,,
07-05-2021,Jharkhand,7240878,276062,6964816,,,,,,,,,
08-05-2021,Jharkhand,7286536,282174,7004362,,,,,,,,,
09-05-2021,Jharkhand,7324180,286343,7037837,,,,,,,,,
10-05-2021,Jharkhand,7424936,292530,7132406,,,,,,,,,
11-05-2021,Jharkhand,7477648,296895,7180753,,,,,,,,,
12-05-2021,Jharkhand,7525753,301257,7224496,,,,,,,,,
13-05-2021,Jharkhand,7584831,306248,7278583,,,,,,,,,
14-05-2021,Jharkhand,7639859,310024,7329835,,,,,,,,,
15-05-2021,Jharkhand,7692798,313181,7379617,,,,,,,,,
16-05-2021,Jharkhand,7735743,315502,7420241,,,,,,,,,
17-05-2021,Jharkhand,7788630,318009,7470621,,,,,,,,,
18-05-2021,Jharkhand,7845253,320934,7524319,,,,,,,,,
19-05-2021,Jharkhand,7894224,322828,7571396,,,,,,,,,
20-05-2021,Jharkhand,7944728,324884,7619844,,,,,,,,,
21-05-2021,Jharkhand,7998874,327035,7671839,,,,,,,,,
22-05-2021,Jharkhand,8059453,329072,7730381,,,,,,,,,
23-05-2021,Jharkhand,8100704,330417,7770287,,,,,,,,,
24-05-2021,Jharkhand,8148792,331811,7816981,,,,,,,,,
25-05-2021,Jharkhand,8207364,333058,7874306,,,,,,,,,
26-05-2021,Jharkhand,8249817,334035,7915782,,,,,,,,,
27-05-2021,Jharkhand,8278972,334730,7944242,,,,,,,,,
28-05-2021,Jharkhand,8335646,335417,8000229,,,,,,,,,
29-05-2021,Jharkhand,8389935,336240,8053695,,,,,,,,,
30-05-2021,Jharkhand,8434488,336943,8097545,,,,,,,,,
31-05-2021,Jharkhand,8490974,337774,8147052,,,,,,,,,
01-06-2021,Jharkhand,8544919,338383,8198887,,,,,,,,,
02-06-2021,Jharkhand,8604940,338915,326597,,,,,,,,,
03-06-2021,Jharkhand,8656065,,,,,,,,,,,
04-06-2021,Jharkhand,8716686,340408,8368501,,,,,,,,,
05-06-2021,Jharkhand,8773975,340925,8424110,,,,,,,,,
06-06-2021,Jharkhand,8814415,341218,8466383,,,,,,,,,
07-06-2021,Jharkhand,8861641,341576,8511079,,,,,,,,,
08-06-2021,Jharkhand,8898380,342179,8556191,,,,,,,,,
09-06-2021,Jharkhand,8938645,342481,8596154,,,,,,,,,
10-06-2021,Jharkhand,8983236,342774,8640452,,,,,,,,,
11-06-2021,Jharkhand,9022574,343065,8679499,,,,,,,,,
12-06-2021,Jharkhand,9066227,343304,8722913,,,,,,,,,
13-06-2021,Jharkhand,9101699,343458,8758231,,,,,,,,,
14-06-2021,Jharkhand,9140410,343609,8796791,,,,,,,,,
15-06-2021,Jharkhand,9175094,343793,8831291,,,,,,,,,
16-06-2021,Jharkhand,9216159,343983,8872166,,,,,,,,,
17-06-2021,Jharkhand,9258482,344129,8914343,,,,,,,,,
18-06-2021,Jharkhand,9297978,,8953698,,,,,,,,,
19-06-2021,Jharkhand,9342064,344405,8997649,,,,,,,,,
20-06-2021,Jharkhand,9384507,344543,9039954,,,,,,,,,
21-06-2021,Jharkhand,9435232,344665,9090557,,,,,,,,,
22-06-2021,Jharkhand,9565542,344775,9220757,,,,,,,,,
23-06-2021,Jharkhand,9629486,344914,9284562,,,,,,,,,
24-06-2021,Jharkhand,9679940,345028,9334902,,,,,,,,,
25-06-2021,Jharkhand,9731710,345161,9386539,,,,,,,,,
26-06-2021,Jharkhand,9784355,345259,9439086,,,,,,,,,
27-06-2021,Jharkhand,9823984,345350,9478634,,,,,,,,,
28-06-2021,Jharkhand,9880072,345430,9534632,,,,,,,,,
29-06-2021,Jharkhand,9935676,345525,9590141,,,,,,,,,
30-06-2021,Jharkhand,9983671,345610,9638051,,,,,,,,,
01-07-2021,Jharkhand,10035595,345706,9689879,,,,,,,,,
02-07-2021,Jharkhand,10084282,345794,9738478,,,,,,,,,
03-07-2021,Jharkhand,10137548,345885,9791653,,,,,,,,,
04-07-2021,Jharkhand,10182460,345937,9836513,,,,,,,,,
05-07-2021,Jharkhand,10232119,345983,9886126,,,,,,,,,
06-07-2021,Jharkhand,10298110,346038,9952062,,,,,,,,,
07-07-2021,Jharkhand,10342620,346113,9996497,,,,,,,,,
08-07-2021,Jharkhand,10389967,346168,10043789,,,,,,,,,
09-07-2021,Jharkhand,10440825,346223,10094592,,,,,,,,,
10-07-2021,Jharkhand,10494158,346279,10147869,,,,,,,,,
11-07-2021,Jharkhand,10533026,346328,10186688,,,,,,,,,
12-07-2021,Jharkhand,10576738,346371,10230357,,,,,,,,,
13-07-2021,Jharkhand,10635714,346411,10289293,,,,,,,,,
14-07-2021,Jharkhand,10684959,346479,10338470,,,,,,,,,
15-07-2021,Jharkhand,10735608,346533,10389065,,,,,,,,,
16-07-2021,Jharkhand,10792160,346588,10445562,,,,,,,,,
17-07-2021,Jharkhand,10854009,346649,10507350,,,,,,,,,
18-07-2021,Jharkhand,10936966,346681,10554285,,,,,,,,,
19-07-2021,Jharkhand,10960727,346745,10613972,,,,,,,,,
20-07-2021,Jharkhand,11013912,346778,10667124,,,,,,,,,
21-07-2021,Jharkhand,11066130,346824,10719296,,,,,,,,,
22-07-2021,Jharkhand,11131066,,10784210,,,,,,,,,
23-07-2021,Jharkhand,11192262,,10845367,,,,,,,,,
24-07-2021,Jharkhand,11262858,,10915930,,,,,,,,,
25-07-2021,Jharkhand,11318675,,10971719,,,,,,,,,
26-07-2021,Jharkhand,11372890,,11025897,,,,,,,,,
27-07-2021,Jharkhand,11433351,,11086319,,,,,,,,,
28-07-2021,Jharkhand,11491499,,11144440,,,,,,,,,
29-07-2021,Jharkhand,11553805,,11206690,,,,,,,,,
30-07-2021,Jharkhand,11605070,,11257923,,,,,,,,,
31-07-2021,Jharkhand,11661115,,11313932,,,,,,,,,
01-08-2021,Jharkhand,11709022,,11361812,,,,,,,,,
02-08-2021,Jharkhand,11750766,,11403533,,,,,,,,,
03-08-2021,Jharkhand,11818617,,11471361,,,,,,,,,
04-08-2021,Jharkhand,11868563,,11521277,,,,,,,,,
05-08-2021,Jharkhand,11923457,,11576143,,,,,,,,,
06-08-2021,Jharkhand,11980967,,11633621,,,,,,,,,
07-08-2021,Jharkhand,12033914,,11686531,,,,,,,,,
08-08-2021,Jharkhand,12079518,,11732116,,,,,,,,,
09-08-2021,Jharkhand,12132503,,11785087,,,,,,,,,
10-08-2021,Jharkhand,12184347,,11836897,,,,,,,,,
11-08-2021,Jharkhand,12239455,,11891991,,,,,,,,,
12-08-2021,Jharkhand,12290058,,11942550,,,,,,,,,
13-08-2021,Jharkhand,12343180,,11995640,,,,,,,,,
14-08-2021,Jharkhand,12399791,,12052223,,,,,,,,,
15-08-2021,Jharkhand,12435407,,12087812,,,,,,,,,
16-08-2021,Jharkhand,12475624,,12127994,,,,,,,,,
17-08-2021,Jharkhand,12523259,,12175614,,,,,,,,,
18-08-2021,Jharkhand,12569880,,,,,,,,,,,
19-08-2021,Jharkhand,12623728,,,,,,,,,,,
20-08-2021,Jharkhand,12676794,,,,,,,,,,,
21-08-2021,Jharkhand,12768206,,,,,,,,,,,
22-08-2021,Jharkhand,12805229,,,,,,,,,,,
23-08-2021,Jharkhand,12830138,,,,,,,,,,,
24-08-2021,Jharkhand,12893841,,,,,,,,,,,
25-08-2021,Jharkhand,12956220,,,,,,,,,,,
26-08-2021,Jharkhand,13024405,,,,,,,,,,,
27-08-2021,Jharkhand,13106657,,,,,,,,,,,
28-08-2021,Jharkhand,13173140,,,,,,,,,,,
29-08-2021,Jharkhand,13229136,,,,,,,,,,,
30-08-2021,Jharkhand,13284190,,,,,,,,,,,
31-08-2021,Jharkhand,13354056,,,,,,,,,,,
01-09-2021,Jharkhand,13423210,,,,,,,,,,,
02-09-2021,Jharkhand,13485703,,,,,,,,,,,
03-09-2021,Jharkhand,13558971,,,,,,,,,,,
04-09-2021,Jharkhand,13611689,,,,,,,,,,,
05-09-2021,Jharkhand,13658905,,,,,,,,,,,
06-09-2021,Jharkhand,13709972,,,,,,,,,,,
07-09-2021,Jharkhand,13766127,,,,,,,,,,,
08-09-2021,Jharkhand,13816172,,,,,,,,,,,
09-09-2021,Jharkhand,13866122,,,,,,,,,,,
10-09-2021,Jharkhand,13907952,,,,,,,,,,,
11-09-2021,Jharkhand,13951320,,,,,,,,,,,
12-09-2021,Jharkhand,14001263,,,,,,,,,,,
13-09-2021,Jharkhand,14048144,,,,,,,,,,,
14-09-2021,Jharkhand,14092936,,,,,,,,,,,
15-09-2021,Jharkhand,14134323,,,,,,,,,,,
16-09-2021,Jharkhand,14177870,,,,,,,,,,,
17-09-2021,Jharkhand,14223772,,,,,,,,,,,
18-09-2021,Jharkhand,14266352,,,,,,,,,,,
19-09-2021,Jharkhand,14303247,,,,,,,,,,,
20-09-2021,Jharkhand,14343774,,,,,,,,,,,
21-09-2021,Jharkhand,14382541,,,,,,,,,,,
22-09-2021,Jharkhand,14419480,,,,,,,,,,,
23-09-2021,Jharkhand,14469654,,,,,,,,,,,
24-09-2021,Jharkhand,14522754,,,,,,,,,,,
25-09-2021,Jharkhand,14571875,,,,,,,,,,,
26-09-2021,Jharkhand,14612991,,,,,,,,,,,
27-09-2021,Jharkhand,14654787,,,,,,,,,,,
28-09-2021,Jharkhand,14711004,,,,,,,,,,,
29-09-2021,Jharkhand,14756451,,,,,,,,,,,
30-09-2021,Jharkhand,14801861,,,,,,,,,,,
01-10-2021,Jharkhand,14855543,,,,,,,,,,,
02-10-2021,Jharkhand,14898656,,,,,,,,,,,
03-10-2021,Jharkhand,14935686,,,,,,,,,,,
05-10-2021,Jharkhand,15019116,,,,,,,,,,,
06-10-2021,Jharkhand,15060379,,,,,,,,,,,
07-10-2021,Jharkhand,15096744,,,,,,,,,,,
08-10-2021,Jharkhand,15136951,,,,,,,,,,,
09-10-2021,Jharkhand,15186329,,,,,,,,,,,
10-10-2021,Jharkhand,15222868,,,,,,,,,,,
11-10-2021,Jharkhand,15262954,,,,,,,,,,,
12-10-2021,Jharkhand,15301114,,,,,,,,,,,
13-10-2021,Jharkhand,15336733,,,,,,,,,,,
14-10-2021,Jharkhand,15366399,,,,,,,,,,,
15-10-2021,Jharkhand,15394161,,,,,,,,,,,
16-10-2021,Jharkhand,15419795,,,,,,,,,,,
17-10-2021,Jharkhand,15451794,,,,,,,,,,,
18-10-2021,Jharkhand,15483404,,,,,,,,,,,
19-10-2021,Jharkhand,15521299,,,,,,,,,,,
29-10-2021,Jharkhand,15915243,,,,,,,,,,,
30-10-2021,Jharkhand,15954640,,,,,,,,,,,
31-10-2021,Jharkhand,15985878,,,,,,,,,,,
03-04-2020,Karnataka,4587,128,4281,178,,,,,,,,
07-04-2020,Karnataka,6580,175,5942,,,,,,,,,
08-04-2020,Karnataka,6967,181,6473,,,,,,,,,
09-04-2020,Karnataka,7613,197,7176,,,,,,,,,
10-04-2020,Karnataka,7975,207,7673,,,,,,,,,
11-04-2020,Karnataka,8560,215,8231,,,,,,,,,
12-04-2020,Karnataka,9251,232,8831,,,,,,,,,
13-04-2020,Karnataka,10017,247,9572,,,,,,,,,
14-04-2020,Karnataka,11107,260,10554,,,,,,,,,
15-04-2020,Karnataka,12483,279,11905,,,,,,,,,
16-04-2020,Karnataka,13724,315,13074,,,,,,,,,
17-04-2020,Karnataka,17594,359,14606,,,,,,,,,
18-04-2020,Karnataka,19186,384,15658,,,,,,,,,
19-04-2020,Karnataka,21367,390,17662,,,,,,,,,
20-04-2020,Karnataka,23460,408,19497,,,,,,,,,
21-04-2020,Karnataka,26233,418,22222,,,,,,,,,
22-04-2020,Karnataka,29512,427,25424,,,,,,,,,
23-04-2020,Karnataka,32122,445,28174,,,,,,,,,
24-04-2020,Karnataka,35958,474,31914,,,,,,,,,
25-04-2020,Karnataka,39083,500,34888,,,,,,,,,
26-04-2020,Karnataka,42964,503,38207,,,,,,,,,
27-04-2020,Karnataka,45685,512,43791,,,,,,,,,
28-04-2020,Karnataka,50512,523,48508,,,,,,,,,
29-04-2020,Karnataka,55404,535,53241,,,,,,,,,
30-04-2020,Karnataka,60156,565,57548,,,,,,,,,
01-05-2020,Karnataka,64898,589,61855,,,,,,,,,
02-05-2020,Karnataka,69730,601,66475,,,,,,,,,
03-05-2020,Karnataka,74898,614,70998,,,,,,,,,
04-05-2020,Karnataka,79193,651,74664,,,,,,,,,
05-05-2020,Karnataka,83806,673,78860,,,,,,,,,
06-05-2020,Karnataka,88777,693,83056,,,,,,,,,
07-05-2020,Karnataka,93535,705,87756,,,,,,,,,
08-05-2020,Karnataka,98081,753,92237,,,,,,,,,
09-05-2020,Karnataka,103098,794,97326,,,,,,,,,
10-05-2020,Karnataka,107311,848,102266,,,,,,,,,
11-05-2020,Karnataka,111595,862,106467,,,,,,,,,
12-05-2020,Karnataka,116533,925,111264,,,,,,,,,
13-05-2020,Karnataka,121178,959,119420,,,,,,,,,
14-05-2020,Karnataka,128373,987,126766,,,,,,,,,
15-05-2020,Karnataka,133724,1056,132074,,,,,,,,,
16-05-2020,Karnataka,140024,1092,138216,,,,,,,,,
